event_id,event_source_category,published_at,source,source_url,title,title_cn,summary,summary_cn,country,company,project,resource_type,event_type,event_nature,impact_direction,event_priority_score,priority_level,catl_relevance_score,supply_impact_lce,price_impact_direction,confidence_level,is_top_event,project_name,name,url
585a8f02b262,news,2026-05-18T07:00:00+00:00,Google News RSS: Albemarle lithium guidance,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNUmlWV3pBdkNMVDBGejIycGxpYUszOHlnYUhXanZwR1NyNDd5TThMdS1WeDhleTMxdXhrYV90QnlFdkJNeGMzOG1iWnJ0WVN6SnFHanJISWNOUjZVT0l0QzhqNnVScUpQZnRKSUhqYzNWVV9uMXY4Nll1V21JWTFpaVZFb1VZSzAwRWs2NjVob2lBTTRtNEplNzZfX0VCTG9COU9qRllJb0Ztdm1SaHh4UGFVYXR3WXZnUFNnbkxFc1g?oc=5,Albemarle Corp. stock (US0126531013): earnings beat and rising short interest keep lithium specialis - AD HOC NEWS,Albemarle价格或资本市场表现出现波动,Albemarle Corp. stock (US0126531013): earnings beat and rising short interest keep lithium specialis AD HOC NEWS,Albemarle：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,,Albemarle,,lithium,其他,重大冲击,中性,82,P2,50,0,中性,中,False,,,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNUmlWV3pBdkNMVDBGejIycGxpYUszOHlnYUhXanZwR1NyNDd5TThMdS1WeDhleTMxdXhrYV90QnlFdkJNeGMzOG1iWnJ0WVN6SnFHanJISWNOUjZVT0l0QzhqNnVScUpQZnRKSUhqYzNWVV9uMXY4Nll1V21JWTFpaVZFb1VZSzAwRWs2NjVob2lBTTRtNEplNzZfX0VCTG9COU9qRllJb0Ztdm1SaHh4UGFVYXR3WXZnUFNnbkxFc1g?oc=5
1db245bc684c,news,2026-01-02T08:00:00+00:00,Google News RSS: lithium offtake agreement,https://news.google.com/rss/articles/CBMiiwJBVV95cUxQZ1NMNlprMV9odnlleHM2VDl6WWZldHRiRUhZSk5kNjQ0WnZtTWRUQTFHZGwtN2tZRlRaMWdfWE0yZU50OXBXb0QwdXoyanpzM1pxbDVraTRjaDB0QWJpNGttTmNIVHptVHlCeWpFQ3RBbjlYQU9jbXNYTjN0RzlDQzRtNDc2YVJUU0xlVWJMYWZlT2pvQ25HUXE5TXM2TGxVVkxERG5mLXJ0SW5YakpoNnhoTFM5NWdoWFpOV1lpUURuU2ZTQjRFN3FCMk55YkdDZEx3bXdsQnZyWjVwUHJWRkREUzBWaWxBdThwZnBHOGU1eUxJOG9VXzJLei1aUzZoOVZoTmtxdlJwdHPSAZACQVVfeXFMTnIxeEE3TVZlWVBuSUtrMEo2UHIwNzdWbHdKZW5vbERraDcwQloycFc0emN0ZGt4TndxOFFOcTBkU25jaEtkRnJHa2NnYTVJTEJQNzZuczNBS2lLdGgzaTRrNnI3Q2hVbzVwOU50bmY4LVVPV2hPeHdPUm9GU1FiVTRUa1gzNE9JNTlpaEtqcFhNbjhlNnpXLWpJMExVaS03OUttYWZGOXI1U28xRFZnb09kdXlsQWViUjVEd3d3ZDJNOGxoa0ZrX0I5TGxHcGh3Uy1oX01VOExHUFNCcDhMYXBvMjBEWTZhdlVDSXEyRGQzTGxSandmTlN5SE1Iczd6anc4UzNGTEJwMzNoaWRmS1M?oc=5,CC9 in MoU for potential lithium offtake - The Australian,Australia锂资源出现包销、并购或合资交易进展,CC9 in MoU for potential lithium offtake The Australian,Australia：投资交易，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,,,lithium,投资交易,交易事件,正面,82,P2,40,0,中性,中,False,,,https://news.google.com/rss/articles/CBMiiwJBVV95cUxQZ1NMNlprMV9odnlleHM2VDl6WWZldHRiRUhZSk5kNjQ0WnZtTWRUQTFHZGwtN2tZRlRaMWdfWE0yZU50OXBXb0QwdXoyanpzM1pxbDVraTRjaDB0QWJpNGttTmNIVHptVHlCeWpFQ3RBbjlYQU9jbXNYTjN0RzlDQzRtNDc2YVJUU0xlVWJMYWZlT2pvQ25HUXE5TXM2TGxVVkxERG5mLXJ0SW5YakpoNnhoTFM5NWdoWFpOV1lpUURuU2ZTQjRFN3FCMk55YkdDZEx3bXdsQnZyWjVwUHJWRkREUzBWaWxBdThwZnBHOGU1eUxJOG9VXzJLei1aUzZoOVZoTmtxdlJwdHPSAZACQVVfeXFMTnIxeEE3TVZlWVBuSUtrMEo2UHIwNzdWbHdKZW5vbERraDcwQloycFc0emN0ZGt4TndxOFFOcTBkU25jaEtkRnJHa2NnYTVJTEJQNzZuczNBS2lLdGgzaTRrNnI3Q2hVbzVwOU50bmY4LVVPV2hPeHdPUm9GU1FiVTRUa1gzNE9JNTlpaEtqcFhNbjhlNnpXLWpJMExVaS03OUttYWZGOXI1U28xRFZnb09kdXlsQWViUjVEd3d3ZDJNOGxoa0ZrX0I5TGxHcGh3Uy1oX01VOExHUFNCcDhMYXBvMjBEWTZhdlVDSXEyRGQzTGxSandmTlN5SE1Iczd6anc4UzNGTEJwMzNoaWRmS1M?oc=5
dd8112f792ad,news,2026-05-29T17:29:00+00:00,Google News RSS: SQM lithium production,https://news.google.com/rss/articles/CBMirgFBVV95cUxNYko1ci1OZ0V4T3k0Qm5YSjA1bS1lWEJlbFc3OWZBZTFaQzJJaENhajE0UnNYOEdMc2RiMmdkb1U5WnlPTFpzR2RHYklldzM3QjNMTlh1VjlEV1drank4Y0p6RHFuYW1XTHd2QUdoeWRFbFRGN3RSb19pdENzUGNGeWgwdF9NeDA4N0tTUkZUOFJJTDgyLXBkWFU4MGVibFpxbkVIODl4S2RkaWdMRGc?oc=5,SQM Stock Rally Tests Market Confidence In Lithium Growth - Kalkine Media,SQM价格或资本市场表现出现波动,SQM Stock Rally Tests Market Confidence In Lithium Growth Kalkine Media,SQM：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,,SQM,,lithium,其他,重大冲击,中性,82,P2,50,0,中性,中,False,,,https://news.google.com/rss/articles/CBMirgFBVV95cUxNYko1ci1OZ0V4T3k0Qm5YSjA1bS1lWEJlbFc3OWZBZTFaQzJJaENhajE0UnNYOEdMc2RiMmdkb1U5WnlPTFpzR2RHYklldzM3QjNMTlh1VjlEV1drank4Y0p6RHFuYW1XTHd2QUdoeWRFbFRGN3RSb19pdENzUGNGeWgwdF9NeDA4N0tTUkZUOFJJTDgyLXBkWFU4MGVibFpxbkVIODl4S2RkaWdMRGc?oc=5
3aaea560c6a8,news,2026-05-25T07:00:00+00:00,Google News RSS: Ganfeng lithium project,https://news.google.com/rss/articles/CBMivgFBVV95cUxQSTY4bmI2ZU16NHY0ZXRwNExyRGpyNldpYkxlWVVidUtYRGJ4aVJLSTFvbGg3dHNOUlFzUFQxS3ZnU0RZQ2xQUDhjNS0xQ2xuVzY5SHVfc0FibktuaFZsSWYwcmN2Z1ZybWhVVFdyMW1QSmU2dW0zMnRILU9aZFhSTTZxZVYyeXV0RExyV2NRMWJKbDlFY2pLR0VCWFB2UVpmYk45NmVrVThpTWx6NUx0VE8wTjdDVlBXZEhoY1dn?oc=5,"Mineral Resources, Ganfeng Approve $352 Million Lithium Plant, Underground Project - Moomoo",Mineral Resources：其他,"Mineral Resources, Ganfeng Approve $352 Million Lithium Plant, Underground Project Moomoo",Mineral Resources：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,,Mineral Resources,,lithium,其他,重大冲击,中性,82,P2,50,0,中性,中,False,,,https://news.google.com/rss/articles/CBMivgFBVV95cUxQSTY4bmI2ZU16NHY0ZXRwNExyRGpyNldpYkxlWVVidUtYRGJ4aVJLSTFvbGg3dHNOUlFzUFQxS3ZnU0RZQ2xQUDhjNS0xQ2xuVzY5SHVfc0FibktuaFZsSWYwcmN2Z1ZybWhVVFdyMW1QSmU2dW0zMnRILU9aZFhSTTZxZVYyeXV0RExyV2NRMWJKbDlFY2pLR0VCWFB2UVpmYk45NmVrVThpTWx6NUx0VE8wTjdDVlBXZEhoY1dn?oc=5
0f5277bf900c,news,2026-05-26T07:01:00+00:00,Google News RSS: Ganfeng lithium project,https://news.google.com/rss/articles/CBMitAFBVV95cUxQY19aSWpVcjV6RXdQM0N1U1p3eFhxbmRpM2tCQ0pqaVdLeHY4aFlXeGZjZkNVeHpaaTAwVk8yQ1IydGNWOGtaRk1FUGNxdnB4eUk0d3c0OG5TSXpTbVAtcnlKMlB4dEROeTA2TU1GV1RlRTZYYmx2cVhNeWYxNFREdW9HT0wxVVJYd1NsQ2ZsdGZyN0h2VU1tdm5MZklpdTJlU2pUNVZDYkRmbmxibGF0YUhNRkk?oc=5,"MinRes, Jiangxi Ganfeng to invest $351m in Mt Marion lithium project - Mining Weekly",Mineral Resources：其他,"MinRes, Jiangxi Ganfeng to invest $351m in Mt Marion lithium project Mining Weekly",Mineral Resources：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,,Mineral Resources,,lithium,其他,重大冲击,中性,82,P2,50,0,中性,中,False,,,https://news.google.com/rss/articles/CBMitAFBVV95cUxQY19aSWpVcjV6RXdQM0N1U1p3eFhxbmRpM2tCQ0pqaVdLeHY4aFlXeGZjZkNVeHpaaTAwVk8yQ1IydGNWOGtaRk1FUGNxdnB4eUk0d3c0OG5TSXpTbVAtcnlKMlB4dEROeTA2TU1GV1RlRTZYYmx2cVhNeWYxNFREdW9HT0wxVVJYd1NsQ2ZsdGZyN0h2VU1tdm5MZklpdTJlU2pUNVZDYkRmbmxibGF0YUhNRkk?oc=5
02bc0e901c3b,news,2026-05-27T07:00:00+00:00,Google News RSS: SQM lithium production,https://news.google.com/rss/articles/CBMiigFBVV95cUxPV3czYkNZU3N0TTdkeUM3b0dYN2pXOGQtaEJfa0tNVlBnVVNoVjJRWDI2Y2Z1QzA4elVOUWtIMFV2UjFWMXkyNDBVbWsxaUFjWVR4ekZvSUgxNm1wTTEtQTd4VDdfZ0hxeThjcUZHUlotYTVjdWtYMXFnSnNieHNpeUREWkhvRVhnWGc?oc=5,SQM’s Quarterly Profit Reveals Lithium Market Tightening in 2026 - Discovery Alert,SQM：其他,SQM’s Quarterly Profit Reveals Lithium Market Tightening in 2026 Discovery Alert,SQM：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,,SQM,,lithium,其他,重大冲击,中性,82,P2,50,0,中性,中,False,,,https://news.google.com/rss/articles/CBMiigFBVV95cUxPV3czYkNZU3N0TTdkeUM3b0dYN2pXOGQtaEJfa0tNVlBnVVNoVjJRWDI2Y2Z1QzA4elVOUWtIMFV2UjFWMXkyNDBVbWsxaUFjWVR4ekZvSUgxNm1wTTEtQTd4VDdfZ0hxeThjcUZHUlotYTVjdWtYMXFnSnNieHNpeUREWkhvRVhnWGc?oc=5
ef4a927ca9a6,news,2026-05-28T08:46:47+00:00,Google News RSS: SQM lithium production,https://news.google.com/rss/articles/CBMimwFBVV95cUxOYy1ETkYxalEtMmFMcUxnUlNqeVNRdjVXNTR5SFhKRlpXdjFWRU9zcmlhd0JjU1F2ckZncU0zdk03OUtDVGJiMFdGd2F0M1V4NnJYbjVpSC1vWlZoY1AxbXQ5cVlNdlVJQi1FajdMS0dqS0lJRzFEcnoyUWdvOUFLWjREVEhwcHFvWHdwalA2aGdvNVJUeFZvZUlfUQ?oc=5,"SQM Flags Rising Global Lithium Demand, As Shares Double on Year - thebull.com.au",SQM：其他,"SQM Flags Rising Global Lithium Demand, As Shares Double on Year thebull.com.au",SQM：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,,SQM,,lithium,其他,重大冲击,中性,82,P2,50,0,中性,中,False,,,https://news.google.com/rss/articles/CBMimwFBVV95cUxOYy1ETkYxalEtMmFMcUxnUlNqeVNRdjVXNTR5SFhKRlpXdjFWRU9zcmlhd0JjU1F2ckZncU0zdk03OUtDVGJiMFdGd2F0M1V4NnJYbjVpSC1vWlZoY1AxbXQ5cVlNdlVJQi1FajdMS0dqS0lJRzFEcnoyUWdvOUFLWjREVEhwcHFvWHdwalA2aGdvNVJUeFZvZUlfUQ?oc=5
51100ad7c024,news,2025-08-22T07:00:00+00:00,Google News RSS: spodumene mine delay,https://news.google.com/rss/articles/CBMieEFVX3lxTFBsMHI5cFBKQ2F3eDI4TlI4MmtpSHFqNC1Cblc3bzJ2Y0tWWnpSZ1RkYjJuc2hDVzJOU2FSUUtfbHRLalZFTUw0aDVVbmZHd3FSaUgxeWQxaEw2VFpHNldMZWdIeDZRQXlsMVhJRm9RbUlmXzk4eTBzatIBeEFVX3lxTE9IcUd1cnBRaVFwZDhfaHBhX1kxaFVJVnVLMkp2WDd2dDlIR2FVclNLR19ZYUZOS2RKVVI5bFg2cGNoYV9BOVRLdE1CazE4Tkw5dzZ2R3pDU2dXN1FVOEdyS1pLS0JNcWozOUlCdmkwTE9YWVVIaWc4bg?oc=5,Piedmont Lithium just took a big step closer to $623M merger with Australian firm - Charlotte Observer,Australia锂资源出现包销、并购或合资交易进展,Piedmont Lithium just took a big step closer to $623M merger with Australian firm Charlotte Observer,Australia：投资交易，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,,,spodumene,投资交易,交易事件,正面,82,P2,40,0,中性,中,False,,,https://news.google.com/rss/articles/CBMieEFVX3lxTFBsMHI5cFBKQ2F3eDI4TlI4MmtpSHFqNC1Cblc3bzJ2Y0tWWnpSZ1RkYjJuc2hDVzJOU2FSUUtfbHRLalZFTUw0aDVVbmZHd3FSaUgxeWQxaEw2VFpHNldMZWdIeDZRQXlsMVhJRm9RbUlmXzk4eTBzatIBeEFVX3lxTE9IcUd1cnBRaVFwZDhfaHBhX1kxaFVJVnVLMkp2WDd2dDlIR2FVclNLR19ZYUZOS2RKVVI5bFg2cGNoYV9BOVRLdE1CazE4Tkw5dzZ2R3pDU2dXN1FVOEdyS1pLS0JNcWozOUlCdmkwTE9YWVVIaWc4bg?oc=5
5bbe7407bae3,news,2025-12-10T08:00:00+00:00,Google News RSS: lithium offtake agreement,https://news.google.com/rss/articles/CBMiekFVX3lxTE12ZnVOalNwZXlYaWFzN2Y1UVM1ZlVKMDJCT0tUX0o0TWl5UVduZjJPTXhLanBySFNMUFN3ZmpYZXFNSVA0M0laMjI0TFFFNFZ3UmtTUjNwbGY2VTBLcjVSMEhRWnRrOVozNVdlMVUtLWdzUWc4OVpMbUFB?oc=5,Liontown Resources Pens Lithium Offtake Agreement with China's Canmax - Investing News Network,China锂资源出现包销、并购或合资交易进展,Liontown Resources Pens Lithium Offtake Agreement with China's Canmax Investing News Network,China：投资交易，需关注对供应安全、采购成本和资源配置节奏的影响。,China,,,lithium,投资交易,交易事件,正面,82,P2,40,0,中性,中,False,,,https://news.google.com/rss/articles/CBMiekFVX3lxTE12ZnVOalNwZXlYaWFzN2Y1UVM1ZlVKMDJCT0tUX0o0TWl5UVduZjJPTXhLanBySFNMUFN3ZmpYZXFNSVA0M0laMjI0TFFFNFZ3UmtTUjNwbGY2VTBLcjVSMEhRWnRrOVozNVdlMVUtLWdzUWc4OVpMbUFB?oc=5
cf8e497128a2,news,2026-04-02T06:35:14+00:00,Google News RSS: lithium offtake agreement,https://news.google.com/rss/articles/CBMirwFBVV95cUxQUlVCNDJsYUFRNW9hRmNpZUw0aEpobmhXZXN2em93X20wdEFDUmtZT3VWUzRNMzdzWk1PWWNpeE5MVFMzb1pWR3FRVTFGSGpvVzBZcGdqTzVaeXhVQ0R5QzRsNThYMHAyYzZMRjdwOUozV3hQZ1pKblBnTjl0MkVxZmgwdlhQU3BvV3VwS3Y4OXdUU3ZYYWdVU3dvTlByeTRDZ3k4ZnNJU0pybFVTVU84?oc=5,Canada-Korea Lithium Deal: Prairie Lithium Signs Binding Offtake Backed by Canadian Government Trade Mission - The National Law Review,Canada锂资源出现包销、并购或合资交易进展,Canada-Korea Lithium Deal: Prairie Lithium Signs Binding Offtake Backed by Canadian Government Trade Mission The National Law Review,Canada：投资交易，需关注对供应安全、采购成本和资源配置节奏的影响。,Canada,,,lithium,投资交易,交易事件,正面,82,P2,40,0,中性,中,False,,,https://news.google.com/rss/articles/CBMirwFBVV95cUxQUlVCNDJsYUFRNW9hRmNpZUw0aEpobmhXZXN2em93X20wdEFDUmtZT3VWUzRNMzdzWk1PWWNpeE5MVFMzb1pWR3FRVTFGSGpvVzBZcGdqTzVaeXhVQ0R5QzRsNThYMHAyYzZMRjdwOUozV3hQZ1pKblBnTjl0MkVxZmgwdlhQU3BvV3VwS3Y4OXdUU3ZYYWdVU3dvTlByeTRDZ3k4ZnNJU0pybFVTVU84?oc=5
b1363d3f3b3f,news,2026-06-05T06:30:00+00:00,Google News RSS: Pilbara lithium production,https://news.google.com/rss/articles/CBMitwFBVV95cUxOa1E0emw2UzE5LVBvWFVWVU9HS1I3b1gyT01TR1hoTHpZR2toVWw0Y1VnYmwydGI1Zkc0eVJiaDlQNFJYdmQxY0dCSkVoWVd1TWNLTWxtOElEbFBxbDJNWVdicFBTSmdXUFV4NFAtZTNQaFJUTnRUYlNDZXFlejJLWTV2dktWT1VIcTJTOWRrdVExT3hmdTBQNXhiLWFmUnk2SDNpSDhnWEFldnFac3k4T3FWd05vaDA?oc=5,Pilbara Minerals Remains a Lithium Battleground as Investors Debate the Next Turn - Kalkine,Pilbara Minerals：其他,Pilbara Minerals Remains a Lithium Battleground as Investors Debate the Next Turn Kalkine,Pilbara Minerals：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,,Pilbara Minerals,,lithium,其他,重大冲击,中性,82,P2,50,0,中性,中,False,,,https://news.google.com/rss/articles/CBMitwFBVV95cUxOa1E0emw2UzE5LVBvWFVWVU9HS1I3b1gyT01TR1hoTHpZR2toVWw0Y1VnYmwydGI1Zkc0eVJiaDlQNFJYdmQxY0dCSkVoWVd1TWNLTWxtOElEbFBxbDJNWVdicFBTSmdXUFV4NFAtZTNQaFJUTnRUYlNDZXFlejJLWTV2dktWT1VIcTJTOWRrdVExT3hmdTBQNXhiLWFmUnk2SDNpSDhnWEFldnFac3k4T3FWd05vaDA?oc=5
7af1f7ca1755,news,2026-05-28T07:00:00+00:00,Google News RSS: SQM lithium production,https://news.google.com/rss/articles/CBMijwFBVV95cUxObnpJYW5raUJoZnVlVkM5MUcwR3Npb3VvRjl6dmxMeDJXU1dOd2dGZm5LcVBLUzRWTGFRalJMOUk4Z19TYUVjMUNUZnlsOVRsUVBwWkNtMGJGZ1ZCMlpLSVlCSjNHODVwbWdyQUdJS3lYV1dpR1Z4UUdaejlzdUc3NTZ0WlJwTEt6aDc5MkhPYw?oc=5,SQM and Codelco Salar Futuro Lithium Project: Why It Matters - Discovery Alert,SQM：其他,SQM and Codelco Salar Futuro Lithium Project: Why It Matters Discovery Alert,SQM：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,,SQM,,brine,其他,重大冲击,中性,82,P2,50,0,中性,中,False,,,https://news.google.com/rss/articles/CBMijwFBVV95cUxObnpJYW5raUJoZnVlVkM5MUcwR3Npb3VvRjl6dmxMeDJXU1dOd2dGZm5LcVBLUzRWTGFRalJMOUk4Z19TYUVjMUNUZnlsOVRsUVBwWkNtMGJGZ1ZCMlpLSVlCSjNHODVwbWdyQUdJS3lYV1dpR1Z4UUdaejlzdUc3NTZ0WlJwTEt6aDc5MkhPYw?oc=5
47817c3aad21,news,2026-06-05T06:44:52+00:00,Google News RSS: Pilbara lithium production,https://news.google.com/rss/articles/CBMipAFBVV95cUxOTmpvbWpYYlVnSERsd1pHRnF5WWx5em9ZY2JqV1B6ZkRXMU50MnFhWGtNakpBMHMtU05DZFA3cXNuamVNMmI4Wjd5V0pUWkxQR2ZjOGQzS240Rl80MTcyMDNXWEowWGNETVNSTjFlWVVrUGRQX29lZkNFazFKd0RGcVBFd3Fwa2hWVS1RZWI1bDNHWVBxR0kxM2tpOHJqVFZxVFFCSA?oc=5,PLS mid-stream plant a 'big step' for Pilbara lithium processing - businessnews.com.au,Pilbara Minerals：其他,PLS mid-stream plant a 'big step' for Pilbara lithium processing businessnews.com.au,Pilbara Minerals：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,,Pilbara Minerals,,lithium,其他,重大冲击,中性,82,P2,50,0,中性,中,False,,,https://news.google.com/rss/articles/CBMipAFBVV95cUxOTmpvbWpYYlVnSERsd1pHRnF5WWx5em9ZY2JqV1B6ZkRXMU50MnFhWGtNakpBMHMtU05DZFA3cXNuamVNMmI4Wjd5V0pUWkxQR2ZjOGQzS240Rl80MTcyMDNXWEowWGNETVNSTjFlWVVrUGRQX29lZkNFazFKd0RGcVBFd3Fwa2hWVS1RZWI1bDNHWVBxR0kxM2tpOHJqVFZxVFFCSA?oc=5
63d38567c2c8,news,2026-06-08T10:30:00+00:00,Google News RSS: lithium offtake agreement,https://news.google.com/rss/articles/CBMiiAJBVV95cUxPRGxOZWxRMTlXTjdKUjU0TzdlZnk1UXRSMFBUMy1XdE5FZnJwTk9HVUlnX1BPZXdXdWZMOElSSzQzdWsxeFRxMTUweFk2QzAzWnQyUjdJcEI4Rl9MaG9fSVdCRHdXSV9FWnM3OVdsMEJ3NGpFQmJtc1ZWeFVJYkViWHQwLUYyNUJ3UWpTZ2R6eDA1cHNuY3JXa1YxSDNUeTNydWlfNFl0SjVIMGludVVER3V1dHpVSnFyWFRJYVN6SGJTSlk3VGotOXY5N1dHaFFiSy1wYTZsZDJlSkxLak5xMWNrcnhJM2NDUFVtQUh5UjdDSzBhaGZwSXlNSWt6N0ZrczJOc0xoUkc?oc=5,LibertyStream Announces Lithium Carbonate Offtake Milestone with U.S. Industrial Customer and Provides Operations Update - Business Wire,United States锂资源出现包销、并购或合资交易进展,LibertyStream Announces Lithium Carbonate Offtake Milestone with U.S. Industrial Customer and Provides Operations Update Business Wire,United States：投资交易，需关注对供应安全、采购成本和资源配置节奏的影响。,United States,,,lithium carbonate,投资交易,交易事件,正面,82,P2,20,0,中性,高,False,,,https://news.google.com/rss/articles/CBMiiAJBVV95cUxPRGxOZWxRMTlXTjdKUjU0TzdlZnk1UXRSMFBUMy1XdE5FZnJwTk9HVUlnX1BPZXdXdWZMOElSSzQzdWsxeFRxMTUweFk2QzAzWnQyUjdJcEI4Rl9MaG9fSVdCRHdXSV9FWnM3OVdsMEJ3NGpFQmJtc1ZWeFVJYkViWHQwLUYyNUJ3UWpTZ2R6eDA1cHNuY3JXa1YxSDNUeTNydWlfNFl0SjVIMGludVVER3V1dHpVSnFyWFRJYVN6SGJTSlk3VGotOXY5N1dHaFFiSy1wYTZsZDJlSkxLak5xMWNrcnhJM2NDUFVtQUh5UjdDSzBhaGZwSXlNSWt6N0ZrczJOc0xoUkc?oc=5
f5d063c97260,news,2026-02-10T08:00:00+00:00,Google News RSS: lithium offtake agreement,https://news.google.com/rss/articles/CBMivwFBVV95cUxOZkVmaExLMENTWEJYaUVYRURvVzVzcUx2ZUYzNXVRX2V0MFRLU0MwWEFaY1E3WFdFRjFaWTJqU1czNmtZZUNENDZ3M2NOc2ZvU2d4WjFaVTNFSTlRUW4tZ1k3NWhyMGcxLXBZMUZHMXcyaV9VcE9LNlg2VVNxa254WVBkNVBYbFRqaExjd2Q5M3l4alNpM3ZIaktsU05EanhmT0lBVFkyZTdyWmEtWmRHQ3ZKa2phZExKTUoyeHBWRQ?oc=5,"Up 285% since June, PLS shares lifting off today on multi-year lithium offtake agreement - The Motley Fool Australia",Australia锂资源出现包销、并购或合资交易进展,"Up 285% since June, PLS shares lifting off today on multi-year lithium offtake agreement The Motley Fool Australia",Australia：投资交易，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,,,lithium,投资交易,交易事件,正面,82,P2,40,0,中性,中,False,,,https://news.google.com/rss/articles/CBMivwFBVV95cUxOZkVmaExLMENTWEJYaUVYRURvVzVzcUx2ZUYzNXVRX2V0MFRLU0MwWEFaY1E3WFdFRjFaWTJqU1czNmtZZUNENDZ3M2NOc2ZvU2d4WjFaVTNFSTlRUW4tZ1k3NWhyMGcxLXBZMUZHMXcyaV9VcE9LNlg2VVNxa254WVBkNVBYbFRqaExjd2Q5M3l4alNpM3ZIaktsU05EanhmT0lBVFkyZTdyWmEtWmRHQ3ZKa2phZExKTUoyeHBWRQ?oc=5
1be14b5f606e,news,2026-05-19T07:00:00+00:00,Google News RSS: lithium mine shutdown,https://news.google.com/rss/articles/CBMia0FVX3lxTFBXMXgwVmQ2aUpnZlVHZm5YV2wzLVZJQm5YVHVJdW9wVndVM2tERUEtdTNkVXZiYVUtLWl5QWZUSEtrMFMxelVvY1N5eWlXLUpUUkVpMmU3enJnSXRtdjBOUXBBT3hGdjBJX0tZ?oc=5,MinRes to Reboot Bald Hill Lithium Mine to Capitalise on Price Rally - Investing News Network,Mineral Resources：其他,MinRes to Reboot Bald Hill Lithium Mine to Capitalise on Price Rally Investing News Network,Mineral Resources：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,,Mineral Resources,,lithium,其他,重大冲击,中性,82,P2,50,0,中性,中,False,,,https://news.google.com/rss/articles/CBMia0FVX3lxTFBXMXgwVmQ2aUpnZlVHZm5YV2wzLVZJQm5YVHVJdW9wVndVM2tERUEtdTNkVXZiYVUtLWl5QWZUSEtrMFMxelVvY1N5eWlXLUpUUkVpMmU3enJnSXRtdjBOUXBBT3hGdjBJX0tZ?oc=5
36d57a202822,news,2026-02-13T08:00:00+00:00,Google News RSS: lithium offtake agreement,https://news.google.com/rss/articles/CBMipgFBVV95cUxOVWF5a1VkWGlfQjQyUE9pZTZwQkw5ZllsVFFUUmFzbXE0ZWxmVGZ4Wl9TYzk4ZUdscGVpX3BlbkRZWUdqRTVVTG02a0s2S3BKVk45MzlwRFpEeGJycnRkOURiWXhya280UllsUmhCSWlFVUhfSEt2SEpwcWQweEI4TGRSdGIyTzFYQVg5N2RpQU5SWDRzem1iWk9fVENqUzNCR2g4RVFn?oc=5,PLS strikes at perfect time with lithium offtake deal - Australian Resources & Investment,Australia锂资源出现包销、并购或合资交易进展,PLS strikes at perfect time with lithium offtake deal Australian Resources & Investment,Australia：投资交易，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,,,lithium,投资交易,交易事件,正面,82,P2,40,0,中性,中,False,,,https://news.google.com/rss/articles/CBMipgFBVV95cUxOVWF5a1VkWGlfQjQyUE9pZTZwQkw5ZllsVFFUUmFzbXE0ZWxmVGZ4Wl9TYzk4ZUdscGVpX3BlbkRZWUdqRTVVTG02a0s2S3BKVk45MzlwRFpEeGJycnRkOURiWXhya280UllsUmhCSWlFVUhfSEt2SEpwcWQweEI4TGRSdGIyTzFYQVg5N2RpQU5SWDRzem1iWk9fVENqUzNCR2g4RVFn?oc=5
